Year HCFC141B.box.1 HCFC141B.box.2 HCFC141B.box.3 HCFC141B.box.4 HCFC141B.sd.1 HCFC141B.sd.2 HCFC141B.sd.3 HCFC141B.sd.4 HFC134A.box.1 HFC134A.box.2 HFC134A.box.3 HFC134A.box.4 HFC134A.sd.1 HFC134A.sd.2 HFC134A.sd.3 HFC134A.sd.4 N2O.box.1 N2O.box.2 N2O.box.3 N2O.box.4 N2O.sd.1 N2O.sd.2 N2O.sd.3 N2O.sd.4 SF6.box.1 SF6.box.2 SF6.box.3 SF6.box.4 SF6.sd.1 SF6.sd.2 SF6.sd.3 SF6.sd.4 CFC11.box.1 CFC11.box.2 CFC11.box.3 CFC11.box.4 CFC11.sd.1 CFC11.sd.2 CFC11.sd.3 CFC11.sd.4 CFC12.box.1 CFC12.box.2 CFC12.box.3 CFC12.box.4 CFC12.sd.1 CFC12.sd.2 CFC12.sd.3 CFC12.sd.4 HCFC22.box.1 HCFC22.box.2 HCFC22.box.3 HCFC22.box.4 HCFC22.sd.1 HCFC22.sd.2 HCFC22.sd.3 HCFC22.sd.4
1982.375 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 303.643 303.274 303.352 302.766 0.238967 0.306358 0.487738 0.0657113 NA NA NA NA NA NA NA NA 188.728 184.156 178.153 176.701 0.624361 0.466608 2.05431 0.20318 343.981 339.071 326.373 329.524 1.2264 2.68181 9.06999 0.555814 NA NA NA NA NA NA NA NA
1982.458 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 304.098 303.486 303.491 302.87 0.39734 0.435972 0.794593 0.0680939 NA NA NA NA NA NA NA NA 189.361 184.796 178.686 177.263 0.594327 1.64962 3.81792 0.20318 345.465 339.814 327.175 331.778 1.12529 3.59618 5.68812 0.555814 NA NA NA NA NA NA NA NA
1982.542 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 304.381 303.738 303.329 302.962 0.288197 0.395909 0.688001 0.0690032 NA NA NA NA NA NA NA NA 190.052 185.493 179.236 177.807 0.317477 1.3574 0.988396 0.20318 346.949 340.796 327.954 334.084 1.70169 3.74229 4.47685 0.555814 NA NA NA NA NA NA NA NA
1982.625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 304.439 303.982 303.125 302.995 0.254884 0.183815 0.461897 0.0683841 NA NA NA NA NA NA NA NA 190.803 186.195 179.844 178.369 0.243447 1.08404 1.44383 0.20318 348.394 342.001 328.906 336.394 1.0849 2.76665 4.83539 0.555814 NA NA NA NA NA NA NA NA
1982.708 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 304.281 304.121 303.026 302.981 0.163174 0.120187 0.397296 0.0678421 NA NA NA NA NA NA NA NA 191.633 186.877 180.53 178.99 0.41549 0.669275 1.07561 0.20318 349.76 343.393 330.128 338.623 0.913227 3.22383 5.30052 0.555814 NA NA NA NA NA NA NA NA
1982.792 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 303.981 304.005 303.03 302.943 0.277711 0.419475 0.64601 0.0673642 NA NA NA NA NA NA NA NA 192.558 187.591 181.293 179.653 0.378365 1.1406 2.07369 0.20318 351.108 344.914 331.601 340.693 1.31182 3.28511 5.08733 0.555814 NA NA NA NA NA NA NA NA
1982.875 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 303.823 303.797 303.018 302.925 0.195024 0.36056 0.662161 0.134802 NA NA NA NA NA NA NA NA 193.572 188.409 182.109 180.308 0.541812 1.33855 2.09307 0.20318 352.51 346.473 333.207 342.56 1.29245 4.75091 4.90322 0.555814 NA NA NA NA NA NA NA NA
1982.958 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 303.924 303.747 303.003 302.97 0.258618 0.228591 0.571719 0.115266 NA NA NA NA NA NA NA NA 194.641 189.366 182.927 180.947 0.994196 1.01805 1.85082 0.20318 353.952 347.925 334.783 344.187 1.2303 3.46421 4.36057 0.555814 NA NA NA NA NA NA NA NA
1983.042 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 304.045 303.831 303.092 303.103 0.229355 0.223877 0.500658 0.165084 NA NA NA NA NA NA NA NA 195.661 190.437 183.689 181.58 0.34002 0.716407 2.13183 0.20318 355.346 349.157 336.196 345.524 1.14541 2.1068 6.02728 0.99441 NA NA NA NA NA NA NA NA
1983.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 304.041 303.928 303.172 303.263 0.208058 0.395909 0.59433 0.0669986 NA NA NA NA NA NA NA NA 196.553 191.573 184.373 182.202 0.655119 1.31027 2.23843 0.20318 356.632 350.243 337.475 346.578 1.42949 3.50191 4.67066 0.555814 NA NA NA NA NA NA NA NA
1983.208 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 303.937 303.955 302.995 303.391 0.345352 0.327568 0.849504 0.0665328 NA NA NA NA NA NA NA NA 197.322 192.743 184.986 182.824 0.854361 1.51294 2.10276 0.20318 357.92 351.373 338.778 347.391 1.36001 3.747 6.85094 0.555814 NA NA NA NA NA NA NA NA
1983.292 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 303.884 303.784 302.811 303.49 0.358386 0.391196 0.503888 0.0661624 NA NA NA NA NA NA NA NA 198.039 193.909 185.551 183.456 0.242352 0.669275 2.18998 0.20318 359.395 352.683 340.239 347.938 0.999159 2.62997 5.67843 0.555814 NA NA NA NA NA NA NA NA
1983.375 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 304.135 303.44 303.026 303.567 0.266714 0.2498 0.700921 0.0654667 NA NA NA NA NA NA NA NA 198.722 195.011 186.117 184.074 0.602552 0.593864 1.16282 0.20318 361.104 354.244 341.874 348.146 1.61278 4.29373 5.78502 0.555814 NA NA NA NA NA NA NA NA
1983.458 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 304.645 303.2 303.526 303.625 0.284139 0.143753 0.113052 0.0651961 NA NA NA NA NA NA NA NA 199.394 196.02 186.74 184.663 0.580515 2.58284 0.891494 0.20318 362.987 356.098 343.652 348.085 1.22816 2.29533 3.38187 0.555814 NA NA NA NA NA NA NA NA
1983.542 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 304.986 303.227 303.948 303.7 0.282209 0.292219 0.904415 0.0650203 NA NA NA NA NA NA NA NA 200.093 196.926 187.479 185.242 0.494037 0.966208 1.76361 0.20318 365.004 358.196 345.573 347.926 1.22384 4.43513 5.86739 0.555814 NA NA NA NA NA NA NA NA
1983.625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 304.939 303.418 304.107 303.814 0.29185 0.464251 0.59433 0.0649172 NA NA NA NA NA NA NA NA 200.831 197.687 188.337 185.827 0.656651 1.07461 1.24034 0.20318 366.977 360.32 347.592 347.82 1.95947 4.10992 13.2368 0.555814 NA NA NA NA NA NA NA NA
1983.708 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 304.599 303.617 303.972 303.894 0.222628 0.183815 0.474818 0.42785 NA NA NA NA NA NA NA NA 201.584 198.289 189.292 186.436 0.618559 1.39511 3.90513 0.20318 368.692 362.287 349.68 347.875 1.82545 5.01957 7.20948 0.555814 NA NA NA NA NA NA NA NA
1983.792 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 304.188 303.747 303.705 303.831 0.392937 0.252157 0.671851 0.0648791 NA NA NA NA NA NA NA NA 202.333 198.759 190.293 187.091 0.525467 1.15002 1.38569 0.20318 370.055 363.996 351.829 348.137 1.59229 4.8169 4.9226 0.555814 NA NA NA NA NA NA NA NA
1983.875 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 303.959 303.753 303.691 303.617 0.229611 0.334638 0.348846 0.0649839 NA NA NA NA NA NA NA NA 203.071 199.132 191.271 187.81 0.428721 1.95598 2.66479 0.20318 371.087 365.448 354.014 348.597 1.79527 3.35109 6.71528 0.555814 NA NA NA NA NA NA NA NA
1983.958 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 303.891 303.662 304.089 303.41 0.310766 0.150823 0.474818 0.0879144 NA NA NA NA NA NA NA NA 203.763 199.435 192.159 188.616 0.289815 2.78079 2.39347 0.186574 371.81 366.629 356.123 349.249 1.74993 6.24029 5.911 0.36924 NA NA NA NA NA NA NA NA
1984.042 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 303.765 303.652 304.678 303.387 0.219699 0.252157 0.355306 0.0625169 NA NA NA NA NA NA NA NA 204.354 199.703 192.931 189.52 0.564966 1.65434 2.29657 0.20318 372.271 367.518 357.988 350.083 2.20781 2.87034 8.90525 0.555814 NA NA NA NA NA NA NA NA
1984.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 303.577 303.781 305.115 303.609 0.271282 0.164962 0.655701 0.241276 NA NA NA NA NA NA NA NA 204.811 200.019 193.582 190.499 0.462726 1.63077 2.05431 0.200249 372.545 368.142 359.512 351.091 1.70127 2.91276 5.94007 0.500135 NA NA NA NA NA NA NA NA
1984.208 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 303.531 303.916 305.194 303.977 0.305219 0.238017 1.07238 0.0767444 NA NA NA NA NA NA NA NA 205.172 200.49 194.08 191.534 0.514477 0.60329 3.27527 0.20318 372.72 368.609 360.715 352.282 1.60312 3.51134 6.36643 0.555814 NA NA NA NA NA NA NA NA
1984.292 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 303.792 304.082 304.938 304.307 0.153545 0.25687 0.410217 0.0810208 NA NA NA NA NA NA NA NA 205.528 201.172 194.414 192.634 0.515478 2.01254 3.00395 0.20318 372.899 369.025 361.69 353.652 1.26492 3.27097 5.86739 0.555814 NA NA NA NA NA NA NA NA
1984.375 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 304.401 304.378 304.478 304.477 0.193708 0.240374 0.810743 0.0799507 NA NA NA NA NA NA NA NA 205.972 202.047 194.66 193.801 0.711278 1.12174 3.84699 0.20318 373.186 369.475 362.519 355.134 1.26492 3.27097 5.86739 0.555814 NA NA NA NA NA NA NA NA
1984.458 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.095 304.626 304.164 304.543 0.222238 0.200311 0.736452 0.0789408 NA NA NA NA NA NA NA NA 206.559 203.081 194.986 195.016 0.404438 1.11703 1.56981 0.20318 373.703 370.092 363.318 356.64 1.26492 3.27097 5.86739 0.555814 NA NA NA NA NA NA NA NA
1984.542 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.492 304.741 304.199 304.624 0.220512 0.315785 0.481278 0.0829689 NA NA NA NA NA NA NA NA 207.306 204.252 195.578 196.269 0.61382 0.820098 0.62986 0.20318 374.52 370.954 364.145 358.116 1.26492 3.27097 5.86739 0.555814 NA NA NA NA NA NA NA NA
1984.625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.547 304.888 304.367 304.627 0.161823 0.483104 0.568489 0.0818497 NA NA NA NA NA NA NA NA 208.215 205.516 196.547 197.524 0.41717 1.00863 2.44192 0.20318 375.57 371.942 364.953 359.52 1.26492 3.27097 5.86739 0.555814 NA NA NA NA NA NA NA NA
1984.708 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.447 305.068 304.406 304.531 0.219961 0.278079 0.390836 0.0829436 NA NA NA NA NA NA NA NA 209.293 206.858 197.902 198.747 0.349799 1.01334 2.8586 0.20318 376.748 372.921 365.704 360.869 1.26492 3.27097 5.86739 0.555814 NA NA NA NA NA NA NA NA
1984.792 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.42 305.314 304.443 304.672 0.192308 0.280436 0.784903 0.0805176 NA NA NA NA NA NA NA NA 210.504 208.29 199.533 199.927 0.607913 1.47995 3.62412 0.20318 377.988 373.938 366.45 362.246 1.26492 3.27097 5.86739 0.555814 NA NA NA NA NA NA NA NA
1984.875 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.687 305.776 304.674 305.225 0.298996 0.393553 0.549109 0.105497 NA NA NA NA NA NA NA NA 211.75 209.765 201.242 201.07 0.677343 0.815385 3.18806 0.238346 379.181 375.025 367.19 363.709 1.26492 3.27097 5.86739 0.555814 NA NA NA NA NA NA NA NA
1984.958 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 306.039 306.158 305.042 305.84 0.160576 0.153179 0.707381 0.117219 NA NA NA NA NA NA NA NA 212.935 211.158 202.867 202.191 0.463641 2.13037 2.92643 0.535301 380.251 376.073 367.894 365.225 1.26492 3.27097 5.86739 0.555814 NA NA NA NA NA NA NA NA
1985.042 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.97 305.957 305.352 306.169 0.246575 0.150823 0.471588 0.137733 NA NA NA NA NA NA NA NA 213.965 212.317 204.284 203.278 0.856405 1.79102 4.49623 0.20318 381.254 377.058 368.652 366.704 1.26492 3.27097 5.86739 0.555814 NA NA NA NA NA NA NA NA
1985.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.49 305.306 305.423 306.119 0.308648 0.285149 0.529729 0.0869246 NA NA NA NA NA NA NA NA 214.833 213.191 205.444 204.308 0.955485 1.11703 6.99629 0.20318 382.345 378.117 369.622 368.12 1.26492 2.04553 4.1377 0.555814 NA NA NA NA NA NA NA NA
1985.208 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.041 304.723 305.257 305.708 0.214884 0.633926 0.526498 0.0847526 NA NA NA NA NA NA NA NA 215.626 213.854 206.35 205.284 0.413766 1.78631 1.92834 0.20318 383.737 379.417 370.864 369.522 1.07301 2.36132 6.02728 0.555814 NA NA NA NA NA NA NA NA
1985.292 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 304.784 304.405 305.052 305.291 0.244253 0.238017 0.63955 0.0835105 NA NA NA NA NA NA NA NA 216.472 214.447 207.071 206.237 0.480459 0.60329 1.82175 0.20318 385.608 381.041 372.326 370.956 1.40746 1.87114 5.03888 0.555814 NA NA NA NA NA NA NA NA
1985.375 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 304.727 304.268 305.008 305.222 0.55754 0.584438 0.63309 0.0821929 NA NA NA NA NA NA NA NA 217.427 215.055 207.645 207.169 0.476403 2.16808 1.83144 0.20318 387.957 382.996 373.941 372.407 1.20487 4.80747 6.65714 0.555814 NA NA NA NA NA NA NA NA
1985.458 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 304.835 304.203 305.05 305.366 0.512203 0.369987 0.6234 0.0785211 NA NA NA NA NA NA NA NA 218.498 215.706 208.075 208.08 0.427282 2.09738 1.16282 0.20318 390.641 385.212 375.68 373.852 2.14754 4.51525 9.04092 0.555814 NA NA NA NA NA NA NA NA
1985.542 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 304.944 304.21 305.022 305.439 0.278486 0.197955 0.271324 0.0769811 NA NA NA NA NA NA NA NA 219.644 216.402 208.361 208.998 0.43081 1.65905 1.94772 0.20318 393.501 387.634 377.588 375.312 1.01714 2.88448 13.5856 0.555814 NA NA NA NA NA NA NA NA
1985.625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.095 304.448 305.014 305.411 0.262267 0.400623 0.63955 0.0769348 NA NA NA NA NA NA NA NA 220.782 217.129 208.609 209.933 0.532055 1.61663 1.83144 0.20318 396.326 390.142 379.616 376.776 1.41102 2.80436 4.16677 0.555814 NA NA NA NA NA NA NA NA
1985.708 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.456 305.157 305.158 305.346 0.173331 0.440685 0.313315 0.0765689 NA NA NA NA NA NA NA NA 221.872 217.899 209.013 210.889 0.998753 1.07461 2.02524 0.20318 398.974 392.634 381.688 378.228 2.55876 4.55296 23.2854 0.555814 NA NA NA NA NA NA NA NA
1985.792 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.87 306.14 305.332 305.286 0.251249 0.25687 0.381146 0.0754315 NA NA NA NA NA NA NA NA 222.915 218.761 209.695 211.84 0.556162 1.20658 0.474818 0.20318 401.392 395.037 383.737 379.657 2.28744 4.68021 4.18615 0.555814 NA NA NA NA NA NA NA NA
1985.875 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 306.036 306.783 305.38 305.298 0.376728 0.414762 0.862424 0.140663 NA NA NA NA NA NA NA NA 223.935 219.749 210.624 212.756 0.659961 1.44695 2.10276 0.248114 403.577 397.287 385.708 381.069 1.1418 3.23326 10.7851 0.567536 NA NA NA NA NA NA NA NA
1985.958 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.944 306.85 305.321 305.393 0.196785 0.261583 0.713842 0.0986595 NA NA NA NA NA NA NA NA 224.916 220.836 211.728 213.633 0.450494 1.71561 1.99617 0.581212 405.453 399.256 387.534 382.479 1.43757 2.37074 5.16485 0.656428 NA NA NA NA NA NA NA NA
1986.042 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.796 306.681 305.271 305.552 0.115459 0.219164 0.849504 0.0697837 NA NA NA NA NA NA NA NA 225.771 221.915 212.933 214.47 0.255498 1.02748 4.77725 0.20318 406.898 400.826 389.187 383.873 1.14462 3.47835 7.80058 0.555814 NA NA NA NA NA NA NA NA
1986.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.744 306.515 305.32 305.7 0.185918 0.188528 0.326235 0.0703693 NA NA NA NA NA NA NA NA 226.425 222.921 214.159 215.255 1.11184 2.27648 2.18029 0.20318 407.823 402.042 390.683 385.227 1.46238 7.42801 7.23855 0.555814 NA NA NA NA NA NA NA NA
1986.208 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.82 306.353 305.528 305.771 0.18887 0.315785 0.184113 0.069441 NA NA NA NA NA NA NA NA 226.933 223.874 215.357 216.008 1.17095 1.18066 2.70355 0.20318 408.303 403.071 392.067 386.547 1.07027 3.69044 4.0408 0.555814 NA NA NA NA NA NA NA NA
1986.292 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 306.032 306.302 305.807 305.801 0.145835 0.386483 0.574949 0.0689053 NA NA NA NA NA NA NA NA 227.464 224.84 216.513 216.761 0.392844 1.00391 8.09128 0.20318 408.585 404.097 393.367 387.845 1.3802 3.34638 6.74435 0.555814 NA NA NA NA NA NA NA NA
1986.375 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 306.392 306.413 306.092 305.845 0.263516 0.247443 0.332695 0.0680458 NA NA NA NA NA NA NA NA 228.167 225.847 217.591 217.5 0.752749 1.05105 2.02524 0.20318 408.985 405.227 394.558 389.091 1.23398 2.69595 5.40711 0.555814 NA NA NA NA NA NA NA NA
1986.458 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 306.791 306.645 306.397 305.889 0.20574 0.532592 0.167963 0.0673378 NA NA NA NA NA NA NA NA 229.107 226.912 218.592 218.211 0.481536 3.16728 1.31786 0.20318 409.727 406.587 395.657 390.288 1.3025 3.6056 7.10289 0.555814 NA NA NA NA NA NA NA NA
1986.542 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 307.079 307.03 306.673 305.937 0.295977 0.478391 0.503888 0.0667616 NA NA NA NA NA NA NA NA 230.241 228.035 219.579 218.915 0.417927 0.956781 2.01555 0.20318 410.846 408.232 396.683 391.501 1.25344 3.18141 5.16485 0.555814 NA NA NA NA NA NA NA NA
1986.625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 307.138 307.49 306.784 305.979 0.253191 0.271009 0.985166 0.0663276 NA NA NA NA NA NA NA NA 231.449 229.154 220.574 219.626 0.509702 1.57421 2.02524 0.20318 412.261 410.103 397.706 392.78 0.893043 3.53962 6.77342 0.555814 NA NA NA NA NA NA NA NA
1986.708 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 306.961 307.791 306.743 305.966 0.188967 0.228591 0.571719 0.0660273 NA NA NA NA NA NA NA NA 232.637 230.226 221.561 220.361 0.608801 0.0329925 3.03302 0.20318 413.918 412.113 398.918 394.165 0.933885 2.98346 5.20361 0.555814 NA NA NA NA NA NA NA NA
1986.792 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 306.705 307.822 306.635 305.981 0.20152 0.440685 0.387606 0.0658424 NA NA NA NA NA NA NA NA 233.783 231.235 222.478 221.114 0.576147 0.565585 2.88767 0.20318 415.781 414.159 400.489 395.687 0.851517 2.95047 6.76373 0.555814 NA NA NA NA NA NA NA NA
1986.875 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 306.577 307.69 306.423 306.132 0.272118 0.466608 0.704151 0.135779 NA NA NA NA NA NA NA NA 234.909 232.189 223.253 221.873 0.83773 1.93713 3.61443 0.20318 417.76 416.053 402.38 397.365 1.25627 2.89391 6.26953 0.473761 NA NA NA NA NA NA NA NA
1986.958 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 306.641 307.426 306.118 306.336 0.308867 0.351134 0.219644 0.166061 NA NA NA NA NA NA NA NA 236.029 233.094 223.915 222.642 0.404644 0.886083 1.63764 0.20318 419.725 417.566 404.5 399.238 1.11819 3.1767 5.18423 0.769739 NA NA NA NA NA NA NA NA
1987.042 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 306.819 307.032 305.771 306.46 0.323182 0.306358 0.784903 0.10159 NA NA NA NA NA NA NA NA 237.112 233.923 224.531 223.413 0.632245 0.838951 2.37409 0.313561 421.49 418.573 406.766 401.283 1.52842 3.19555 9.78706 0.650567 NA NA NA NA NA NA NA NA
1987.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 307.023 306.622 305.432 306.494 0.213734 0.266296 0.129202 0.0662918 NA NA NA NA NA NA NA NA 238.145 234.656 225.128 224.172 0.534675 1.18066 1.5795 0.20318 422.927 419.121 409.084 403.444 1.33202 2.01254 3.31403 0.555814 NA NA NA NA NA NA NA NA
1987.208 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 307.133 306.311 305.184 306.415 0.530469 0.278079 0.752602 0.0660963 NA NA NA NA NA NA NA NA 239.183 235.346 225.705 224.943 1.0997 1.24429 4.79663 0.20318 424.045 419.496 411.269 405.744 1.00739 2.91276 3.04271 0.555814 NA NA NA NA NA NA NA NA
1987.292 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 307.037 305.921 304.932 306.291 0.254746 0.23566 0.338579 0.066034 NA NA NA NA NA NA NA NA 240.311 236.063 226.294 225.76 0.842359 1.6402 2.02524 0.20318 425.028 418.926 413.996 408.237 1.89294 4.27488 27.9173 0.555814 NA NA NA NA NA NA NA NA
1987.375 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 306.686 305.857 305.032 306.283 0.319347 0.348777 0.526498 0.0658831 NA NA NA NA NA NA NA NA 241.546 236.847 226.925 226.605 0.880448 1.18066 2.02524 0.20318 426.196 421.092 414.356 410.854 1.36989 3.27097 5.86739 0.555814 NA NA NA NA NA NA NA NA
1987.458 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 306.219 306.017 305.306 306.375 0.154668 0.28509 0.257609 0.0658463 NA NA NA NA NA NA NA NA 242.947 237.486 227.598 227.455 0.458143 1.71561 1.98648 0.20318 427.47 426.156 413.783 413.493 1.662 1.44428 1.48727 0.555814 NA NA NA NA NA NA NA NA
1987.542 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.801 306.262 305.521 306.455 0.240542 0.318893 0.316092 0.0659199 NA NA NA NA NA NA NA NA 244.179 238.714 228.291 228.306 1.33752 2.36603 3.17837 0.20318 430.446 430.273 414.975 416.124 2.41935 1.24201 2.07751 0.555814 NA NA NA NA NA NA NA NA
1987.625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 305.62 306.198 305.549 306.491 0.341995 0.246032 0.243791 0.0654604 NA NA NA NA NA NA NA NA 245.182 240.024 229 229.139 0.442302 0.623633 2.02524 0.20318 434.616 431.915 418.938 418.686 1.19293 1.17758 0.700863 0.555814 NA NA NA NA NA NA NA NA
1987.708 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 306.011 306.278 305.629 306.478 0.245937 0.184799 0.325235 0.0654712 NA NA NA NA NA NA NA NA 246.468 241.772 229.795 229.932 0.919866 0.670109 2.4613 0.20318 438.659 434.001 421.189 421.14 1.12887 1.30553 1.52621 0.555814 NA NA NA NA NA NA NA NA
1987.792 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 306.82 306.362 305.794 306.434 0.150869 0.162725 0.289297 0.0654963 NA NA NA NA NA NA NA NA 248.26 243.699 230.726 230.674 0.45328 0.920101 0.271324 0.20318 442.361 437.298 423.019 423.48 0.838354 1.33076 1.1874 0.555814 NA NA NA NA NA NA NA NA
1987.875 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 307.464 306.47 306.016 306.456 0.265163 0.171375 0.27851 0.226624 NA NA NA NA NA NA NA NA 249.793 243.968 231.783 231.377 0.475229 1.31678 2.8586 0.116242 446.539 439.452 424.729 425.49 2.19201 1.25381 1.79387 0.928962 NA NA NA NA NA NA NA NA
1987.958 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 307.722 306.546 306.226 306.591 0.30791 0.297903 0.278752 0.10159 NA NA NA NA NA NA NA NA 251.171 243.053 232.89 232.048 0.409546 0.978438 1.40507 0.137733 450.423 439.825 426.766 428.983 0.975856 0.857648 2.57958 1.10088 NA NA NA NA NA NA NA NA
1988.042 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 307.748 306.567 306.418 306.679 0.294739 0.204303 0.233598 0.134802 NA NA NA NA NA NA NA NA 252.519 244.255 233.925 232.672 0.284157 0.439062 2.11245 0.20318 454.011 440.319 429.995 427.546 1.25696 1.11358 2.78478 0.555814 NA NA NA NA NA NA NA NA
1988.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 307.656 306.405 306.431 306.591 0.366772 0.23232 0.222995 0.18322 NA NA NA NA NA NA NA NA 253.853 244.846 234.784 233.249 0.636618 0.867967 1.69578 0.20318 459.048 443.233 432.221 423.868 2.01475 0.985531 2.86237 0.585703 NA NA NA NA NA NA NA NA
1988.208 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 307.374 306.29 306.219 306.233 0.305316 0.188172 0.254366 0.0777545 NA NA NA NA NA NA NA NA 254.733 247.435 235.453 233.801 0.894516 0.920965 5.53308 0.20318 461.521 445.598 433.968 422.554 2.49507 0.853856 2.52559 0.529123 NA NA NA NA NA NA NA NA
1988.292 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 307.219 306.362 306.015 306.047 0.208369 0.199452 0.265971 0.0623856 NA NA NA NA NA NA NA NA 255.34 250.238 236.025 234.319 2.11589 2.57532 1.73454 0.20318 463.266 446.832 434.294 426.098 1.32299 1.4523 2.00338 0.339359 NA NA NA NA NA NA NA NA
1988.375 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 307.189 306.354 305.771 306.141 0.212646 0.251642 0.315554 0.0634371 NA NA NA NA NA NA NA NA 255.786 252.371 236.658 235.023 0.856035 1.97976 3.30434 0.20318 464.296 447.525 434.98 427.66 1.30636 1.19501 1.73876 0.324093 NA NA NA NA NA NA NA NA
1988.458 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 307.249 306.392 305.617 306.378 0.30777 0.319925 0.209639 0.0600102 NA NA NA NA NA NA NA NA 256.351 252.107 237.485 235.119 0.832909 1.38194 2.99426 0.20318 465.388 448.765 435.162 429.969 2.6073 1.0892 1.13364 0.234539 NA NA NA NA NA NA NA NA
